priority,category,channel,complexity_score,response_time_hours,resolution_time_hours,previous_tickets,customer_tenure_months,customer_age,sla_breach,escalated
High,Security Breach,Chat,4,7.42,27.48,2,43,20,1,0
Medium,Integration Failure,Phone,6,34.5,82.12,1,39,66,1,0
Urgent,Data Loss,Portal,8,0.7,4.82,4,34,23,0,0
Medium,Integration Failure,Phone,6,35.21,100.28,2,29,18,1,0
Medium,Feature Request,Phone,5,15.14,102.17,2,43,27,1,0
Urgent,Data Loss,Email,10,0.23,4.61,2,60,27,0,0
Low,Account Suspension,Email,4,29.06,296.17,1,46,25,1,0
High,Account Suspension,Portal,5,10.93,30.17,3,46,29,1,0
High,Performance Issue,Phone,8,10.74,56.72,0,66,69,1,1
Urgent,Integration Failure,Chat,7,1.93,17.42,3,55,42,1,1
Urgent,Billing Dispute,Chat,9,0.53,5.17,3,63,67,0,0
Urgent,Account Suspension,Email,8,0.52,6.37,3,31,51,0,0
Low,Subscription Cancellation,Chat,4,21.8,94.83,1,44,41,0,0
Urgent,Performance Issue,Chat,9,0.4,3.27,5,27,18,0,0
High,Billing Dispute,Email,5,2.96,15.51,2,21,21,0,0
High,Data Loss,Email,6,1.13,14.55,2,60,30,0,0
Low,Integration Failure,Chat,1,38.33,215.02,1,68,40,1,0
High,Integration Failure,Chat,8,2.6,9.83,4,44,61,0,0
Urgent,Billing Dispute,Email,9,0.65,4.4,3,41,28,0,0
Urgent,Billing Dispute,Chat,6,0.62,5.1,1,46,53,0,0
Medium,Account Suspension,Portal,4,16.02,98.78,2,49,58,1,0
Low,Data Loss,Chat,2,60.81,203.09,6,9,36,1,0
Medium,Performance Issue,Portal,6,29.41,96.27,4,38,22,1,0
Urgent,Subscription Cancellation,Portal,7,0.71,5.61,6,2,36,0,0
High,Security Breach,Email,8,5.38,53.72,2,19,20,1,1
Medium,Security Breach,Email,5,4.39,27.34,3,14,64,0,0
Low,Payment Problem,Chat,4,67.93,278.61,3,64,65,1,0
Medium,Subscription Cancellation,Chat,2,6.74,15.22,4,54,23,0,0
Medium,Data Loss,Chat,4,22.73,113.33,2,23,67,1,0
Urgent,Data Loss,Email,6,0.85,7.35,7,5,22,0,0
High,Performance Issue,Chat,4,6.64,40.26,2,28,66,1,0
Medium,Integration Failure,Email,4,9.83,44.02,2,51,68,0,0
Medium,Payment Problem,Portal,5,23.27,110.89,2,10,68,1,0
Low,Performance Issue,Email,2,54.74,141.58,0,11,54,1,0
Urgent,Payment Problem,Portal,6,0.47,5.79,6,71,47,0,0
Medium,Integration Failure,Email,6,10.65,43.03,0,24,63,0,0
Medium,Feature Request,Email,6,3.36,20.83,3,69,50,0,0
Medium,Payment Problem,Email,3,4.35,43.12,0,45,55,0,0
High,Performance Issue,Portal,4,1.41,10.43,2,8,27,0,0
High,Feature Request,Email,7,1.58,17.05,0,34,44,0,0
High,Billing Dispute,Chat,6,2.16,13.14,3,34,56,0,0
Medium,Subscription Cancellation,Portal,5,3.45,31.5,1,50,23,0,0
Medium,Account Suspension,Phone,4,2.75,23.18,3,46,66,0,0
Low,Performance Issue,Chat,3,14.99,67.78,1,2,39,0,0
High,Billing Dispute,Portal,4,2.31,15.05,4,42,40,0,0
Low,Security Breach,Portal,4,10.93,75.15,1,66,32,0,0
High,Security Breach,Chat,5,5.7,59.8,2,61,24,1,0
Urgent,Data Loss,Chat,8,0.29,6.84,0,2,21,0,0
Urgent,Performance Issue,Portal,9,0.87,3.17,1,31,18,0,0
Medium,Login Issue,Portal,2,6.31,44.37,3,47,62,0,0
Medium,Account Suspension,Chat,3,34.92,90.98,5,61,37,1,0
Low,Login Issue,Phone,2,10.66,83.57,1,8,19,0,0
High,Subscription Cancellation,Email,7,2.64,11.51,2,52,20,0,0
Urgent,Data Loss,Chat,10,0.63,3.98,0,21,65,0,0
Low,Account Suspension,Email,2,7.73,46.76,1,43,54,0,0
Medium,Feature Request,Email,6,6.84,40.28,2,15,33,0,0
Urgent,Payment Problem,Phone,9,0.56,4.91,5,58,68,0,0
Urgent,Account Suspension,Chat,6,0.58,2.91,2,69,29,0,0
Low,Integration Failure,Email,1,40.17,206.64,1,13,43,1,0
High,Feature Request,Chat,5,1.53,12.51,4,16,66,0,0
Low,Payment Problem,Chat,3,45.12,247.93,2,38,52,1,0
Low,Subscription Cancellation,Portal,4,21.41,50.55,2,3,55,0,0
Urgent,Security Breach,Portal,10,2.18,19.28,3,65,67,1,1
Urgent,Payment Problem,Chat,9,0.55,6.46,3,59,64,0,0
High,Integration Failure,Portal,8,1.39,13.31,0,47,39,0,0
Low,Data Loss,Email,2,68.63,163.61,4,70,47,1,0
Urgent,Payment Problem,Phone,8,2.35,17.4,4,39,47,1,1
Medium,Account Suspension,Portal,3,35.74,60.77,4,51,34,1,0
Medium,Account Suspension,Chat,2,3.92,17.13,4,50,23,0,0
Medium,Data Loss,Phone,5,22.1,98.49,0,1,47,1,0
Low,Account Suspension,Email,1,41.57,165.65,1,24,67,1,0
High,Subscription Cancellation,Email,4,1.8,17.23,0,13,29,0,0
High,Integration Failure,Chat,5,0.9,12.74,1,30,67,0,0
Low,Performance Issue,Portal,4,14.48,43.48,2,52,36,0,0
Low,Performance Issue,Chat,2,54.16,236.91,5,1,40,1,0
Low,Security Breach,Portal,2,5.65,86.42,2,29,25,0,0
Low,Billing Dispute,Portal,2,20.64,78.13,4,34,56,0,0
High,Subscription Cancellation,Email,4,5.93,38.12,1,62,66,1,0
Urgent,Billing Dispute,Chat,9,0.31,7.15,2,66,25,0,0
Low,Performance Issue,Chat,3,34.62,246.28,2,18,40,1,0
Low,Payment Problem,Chat,2,45.63,225.14,4,62,55,1,0
High,Payment Problem,Email,6,5.03,42.56,3,61,51,1,0
Urgent,Payment Problem,Portal,9,0.82,6.78,6,19,43,0,0
Medium,Account Suspension,Phone,5,28.7,117.4,2,52,26,1,0
Medium,Account Suspension,Chat,3,23.97,90.25,1,46,20,1,0
High,Login Issue,Chat,8,8.2,28.06,2,66,22,1,1
Medium,Payment Problem,Email,6,6.05,29.73,1,8,39,0,0
Low,Payment Problem,Chat,3,59.03,240.45,0,10,48,1,0
High,Feature Request,Portal,4,3.66,19.95,1,24,33,0,0
High,Data Loss,Portal,8,2.46,12.04,1,27,60,0,0
High,Performance Issue,Email,4,8.68,49.13,6,20,52,1,0
High,Account Suspension,Chat,7,2.37,7.92,1,19,41,0,0
High,Integration Failure,Phone,4,3.53,12.68,3,59,35,0,0
Low,Account Suspension,Email,1,55.39,182.22,3,19,30,1,0
Medium,Integration Failure,Email,5,33.14,58.55,1,3,68,1,0
Low,Login Issue,Chat,1,53.05,249.93,2,58,69,1,0
Low,Integration Failure,Chat,2,58.24,193.9,0,65,43,1,0
High,Account Suspension,Email,7,9.38,33.72,2,37,67,1,1
Urgent,Security Breach,Email,9,0.53,3.17,4,39,63,0,0
Urgent,Account Suspension,Email,7,0.3,7.1,1,37,51,0,0
High,Subscription Cancellation,Email,6,7.61,31.06,4,24,43,1,0
Low,Security Breach,Chat,2,20.5,103.52,4,23,64,0,0
Low,Payment Problem,Email,4,16.61,76.54,2,26,66,0,0
Urgent,Performance Issue,Email,8,0.91,2.56,2,1,64,0,0
High,Integration Failure,Portal,6,6.52,58.6,1,7,66,1,0
High,Account Suspension,Email,6,7.99,44.98,0,13,61,1,0
High,Account Suspension,Chat,4,10.05,37.07,3,53,26,1,0
High,Integration Failure,Portal,4,5.41,35.41,0,61,52,1,0
Urgent,Billing Dispute,Chat,10,0.27,4.05,1,36,50,0,0
Low,Performance Issue,Phone,2,60.73,168.1,3,21,33,1,0
High,Feature Request,Chat,6,2.8,11.03,0,20,27,0,0
Urgent,Data Loss,Email,6,0.56,4.37,0,20,25,0,0
Medium,Payment Problem,Chat,3,3.0,30.64,3,64,26,0,0
High,Security Breach,Chat,4,2.68,18.52,2,1,61,0,0
Medium,Account Suspension,Email,2,28.44,73.17,1,44,45,1,0
Urgent,Login Issue,Chat,6,0.43,3.1,2,63,67,0,0
Low,Performance Issue,Portal,3,30.5,135.46,2,33,60,1,0
High,Integration Failure,Email,7,2.31,13.0,3,19,21,0,0
Low,Account Suspension,Chat,1,48.58,264.87,5,41,45,1,0
High,Security Breach,Chat,4,6.64,37.45,2,53,36,1,0
Low,Login Issue,Phone,4,52.11,168.48,1,24,65,1,0
Low,Data Loss,Phone,2,54.15,285.15,1,55,44,1,0
Medium,Data Loss,Phone,6,34.24,97.31,1,53,63,1,0
Urgent,Security Breach,Chat,9,2.57,19.73,2,38,63,1,1
Low,Performance Issue,Email,1,19.36,79.75,2,37,56,0,0
Low,Login Issue,Email,2,8.14,78.19,4,3,22,0,0
High,Integration Failure,Phone,8,2.17,22.36,5,47,38,0,0
Medium,Login Issue,Phone,5,17.94,93.84,4,6,66,1,0
Urgent,Subscription Cancellation,Portal,7,0.34,5.08,3,45,29,0,0
Low,Integration Failure,Chat,2,49.45,172.1,1,39,30,1,0
High,Payment Problem,Chat,8,6.53,39.27,2,5,58,1,1
Low,Feature Request,Chat,4,36.19,226.43,5,9,35,1,0
Low,Payment Problem,Email,4,17.86,80.01,4,32,27,0,0
High,Feature Request,Chat,6,0.9,14.31,3,23,37,0,0
High,Payment Problem,Chat,4,3.06,17.96,5,39,53,0,0
High,Login Issue,Portal,4,11.23,31.67,1,66,51,1,0
Medium,Performance Issue,Chat,3,29.27,111.09,2,7,66,1,0
Medium,Security Breach,Portal,4,17.6,102.35,4,52,51,1,0
Medium,Account Suspension,Chat,4,9.02,40.11,7,70,21,0,0
Urgent,Feature Request,Email,10,0.58,2.58,3,26,69,0,0
Medium,Account Suspension,Email,4,8.14,38.8,3,4,57,0,0
Medium,Subscription Cancellation,Email,4,5.93,37.48,1,52,64,0,0
Medium,Subscription Cancellation,Chat,3,17.54,54.16,3,38,18,1,0
High,Account Suspension,Email,6,4.57,41.55,1,47,34,1,0
Medium,Subscription Cancellation,Chat,4,9.07,23.91,2,63,44,0,0
Urgent,Integration Failure,Portal,7,0.52,3.73,3,1,53,0,0
Medium,Account Suspension,Phone,2,4.58,19.3,2,59,47,0,0
Urgent,Subscription Cancellation,Phone,7,0.67,3.72,1,26,68,0,0
Low,Feature Request,Email,4,62.54,260.04,1,64,24,1,0
High,Performance Issue,Chat,6,8.42,56.9,4,28,36,1,0
Urgent,Subscription Cancellation,Email,7,0.77,4.23,2,67,29,0,0
Low,Account Suspension,Portal,4,41.84,179.95,6,44,45,1,0
Urgent,Feature Request,Email,10,0.69,3.92,2,45,41,0,0
Medium,Account Suspension,Chat,5,27.25,88.71,3,13,32,1,0
Urgent,Data Loss,Chat,9,0.33,2.64,1,2,66,0,0
High,Login Issue,Chat,6,3.02,16.16,6,9,20,0,0
Medium,Login Issue,Phone,2,30.53,114.64,2,69,45,1,0
Low,Login Issue,Email,2,56.35,214.73,5,66,36,1,0
Medium,Payment Problem,Chat,2,5.82,26.83,3,24,42,0,0
Low,Integration Failure,Phone,1,51.31,138.67,3,69,25,1,0
Low,Account Suspension,Chat,4,46.38,224.02,1,32,49,1,0
Low,Integration Failure,Chat,2,26.54,154.91,3,17,56,1,0
Medium,Account Suspension,Email,5,2.5,28.8,1,53,25,0,0
High,Data Loss,Phone,8,5.9,36.78,1,10,56,1,1
Low,Subscription Cancellation,Portal,1,68.03,175.82,3,27,50,1,0
Low,Payment Problem,Chat,1,55.19,292.86,3,10,63,1,0
High,Performance Issue,Portal,6,1.97,19.49,2,32,23,0,0
Low,Account Suspension,Chat,4,54.08,152.08,3,5,53,1,0
Low,Feature Request,Email,4,5.95,60.67,3,10,39,0,0
Low,Subscription Cancellation,Email,4,31.16,250.16,8,10,27,1,0
Urgent,Security Breach,Phone,9,0.26,6.68,2,46,57,0,0
Urgent,Security Breach,Chat,7,2.65,14.7,3,59,21,1,1
Medium,Performance Issue,Phone,3,11.4,42.49,2,52,57,0,0
High,Feature Request,Phone,8,6.1,38.55,0,8,46,1,1
Medium,Login Issue,Portal,4,6.74,16.78,3,15,42,0,0
High,Payment Problem,Chat,7,5.41,58.03,3,71,37,1,1
High,Integration Failure,Chat,6,3.45,13.65,0,32,36,0,0
High,Billing Dispute,Email,4,5.58,27.18,3,43,29,1,0
Medium,Billing Dispute,Chat,4,25.17,101.13,4,58,51,1,0
Low,Payment Problem,Portal,1,52.91,174.3,1,71,38,1,0
Medium,Subscription Cancellation,Email,6,24.16,58.92,3,39,18,1,0
Urgent,Data Loss,Portal,7,0.25,6.79,2,62,41,0,0
High,Subscription Cancellation,Portal,6,9.61,34.55,2,47,45,1,0
Urgent,Security Breach,Chat,7,0.86,5.23,2,35,25,0,0
Urgent,Integration Failure,Email,10,0.27,5.58,2,50,39,0,0
Low,Security Breach,Email,2,59.6,290.76,3,13,69,1,0
High,Account Suspension,Email,6,3.26,13.39,4,41,37,0,0
High,Security Breach,Email,7,5.64,43.25,1,41,37,1,1
Urgent,Billing Dispute,Chat,7,2.99,12.18,0,9,47,1,1
Urgent,Billing Dispute,Email,7,1.67,14.02,0,39,52,1,1
High,Integration Failure,Phone,8,1.73,7.31,2,59,19,0,0
Low,Security Breach,Chat,3,52.27,276.26,0,23,52,1,0
High,Payment Problem,Email,7,10.62,28.62,2,25,55,1,1
Low,Payment Problem,Chat,4,47.32,173.34,2,27,68,1,0
High,Performance Issue,Portal,5,2.44,18.42,0,70,53,0,0
Urgent,Data Loss,Phone,8,0.66,5.74,3,8,65,0,0
Medium,Integration Failure,Chat,5,31.27,103.32,2,39,30,1,0
High,Security Breach,Phone,8,9.32,43.38,5,33,53,1,1
Medium,Integration Failure,Phone,5,3.92,43.37,4,56,67,0,0
Medium,Subscription Cancellation,Portal,6,26.88,116.3,4,23,33,1,0
Medium,Login Issue,Email,4,18.05,103.73,1,35,29,1,0
High,Feature Request,Portal,8,2.11,12.22,2,68,64,0,0
Urgent,Subscription Cancellation,Email,9,2.74,9.26,2,13,30,1,1
Urgent,Subscription Cancellation,Portal,9,1.34,14.95,2,17,34,1,1
Low,Security Breach,Email,1,11.31,36.71,3,40,41,0,0
Urgent,Login Issue,Portal,6,0.62,6.61,4,14,45,0,0
High,Payment Problem,Portal,5,3.41,16.37,5,38,57,0,0
Medium,Payment Problem,Email,3,30.96,94.39,2,65,34,1,0
Low,Subscription Cancellation,Portal,4,45.73,142.15,3,35,44,1,0
Medium,Data Loss,Email,5,6.89,32.68,1,53,39,0,0
Urgent,Payment Problem,Email,8,0.83,3.33,3,10,50,0,0
High,Account Suspension,Chat,8,3.43,13.48,5,1,29,0,0
High,Subscription Cancellation,Portal,6,2.39,12.18,6,43,24,0,0
Medium,Feature Request,Chat,6,17.74,69.35,1,18,68,1,0
High,Login Issue,Chat,8,2.29,14.17,4,69,45,0,0
Low,Performance Issue,Phone,4,68.66,260.0,3,40,30,1,0
Medium,Billing Dispute,Portal,6,7.9,21.68,0,62,45,0,0
High,Integration Failure,Phone,8,10.28,43.55,1,15,62,1,1
Low,Subscription Cancellation,Email,2,27.25,191.92,3,69,61,1,0
Urgent,Payment Problem,Email,10,0.68,5.8,1,60,27,0,0
Low,Integration Failure,Email,2,53.69,227.27,2,34,43,1,0
High,Feature Request,Chat,6,2.22,17.34,1,35,25,0,0
Medium,Security Breach,Email,2,28.68,118.81,4,61,46,1,0
High,Billing Dispute,Email,5,10.96,43.43,5,59,57,1,0
Low,Data Loss,Portal,1,68.77,149.27,2,2,67,1,0
Low,Performance Issue,Email,1,9.42,39.5,2,23,43,0,0
Urgent,Security Breach,Chat,7,0.58,2.66,2,21,46,0,0
Medium,Feature Request,Chat,3,5.11,25.39,3,5,44,0,0
Urgent,Payment Problem,Email,8,0.51,6.17,2,18,29,0,0
Urgent,Account Suspension,Chat,7,0.57,6.77,3,34,43,0,0
Low,Login Issue,Chat,1,62.21,231.8,2,27,18,1,0
Medium,Security Breach,Portal,3,34.08,85.05,4,51,35,1,0
High,Security Breach,Email,4,8.86,54.85,0,28,66,1,0
Urgent,Performance Issue,Chat,7,0.94,2.69,0,17,21,0,0
Urgent,Login Issue,Phone,6,0.63,4.08,3,1,32,0,0
Medium,Feature Request,Phone,2,31.58,56.66,2,27,65,1,0
High,Integration Failure,Phone,8,5.46,57.69,1,59,59,1,1
Low,Integration Failure,Portal,2,4.94,42.96,4,39,50,0,0
Urgent,Login Issue,Phone,8,0.22,7.39,6,54,47,0,0
Urgent,Data Loss,Chat,9,2.79,16.99,1,54,50,1,1
Low,Subscription Cancellation,Phone,2,29.81,215.08,4,36,43,1,0
Medium,Data Loss,Chat,5,7.92,24.15,0,18,37,0,0
Low,Data Loss,Email,4,52.68,222.23,2,5,67,1,0
Medium,Security Breach,Email,3,31.0,95.99,5,46,69,1,0
Urgent,Security Breach,Email,8,0.44,4.9,2,32,30,0,0
Medium,Billing Dispute,Email,4,21.25,114.46,0,69,19,1,0
Low,Payment Problem,Email,4,11.16,46.87,2,28,24,0,0
Medium,Feature Request,Email,4,17.04,61.43,3,17,20,1,0
Urgent,Feature Request,Portal,7,0.36,6.45,0,54,66,0,0
High,Billing Dispute,Portal,4,1.39,15.95,3,14,56,0,0
Medium,Security Breach,Chat,4,3.71,27.07,3,40,68,0,0
Low,Performance Issue,Phone,2,18.68,100.0,3,14,34,0,0
Urgent,Performance Issue,Email,9,0.66,7.28,3,2,53,0,0
Urgent,Payment Problem,Portal,10,0.63,5.13,3,7,48,0,0
Medium,Login Issue,Chat,5,8.49,32.14,3,22,29,0,0
Low,Security Breach,Email,2,11.01,40.29,1,18,37,0,0
Low,Integration Failure,Email,3,59.69,215.74,4,8,58,1,0
Low,Integration Failure,Email,4,9.72,37.54,3,43,50,0,0
High,Security Breach,Email,8,3.25,13.53,3,38,36,0,0
Urgent,Account Suspension,Email,8,0.66,7.43,5,55,25,0,0
Medium,Login Issue,Email,5,9.79,38.19,2,50,19,0,0
Urgent,Integration Failure,Email,10,0.24,6.22,6,49,26,0,0
Medium,Subscription Cancellation,Email,6,32.43,105.54,2,36,50,1,0
High,Data Loss,Portal,6,5.17,54.95,1,30,45,1,0
High,Security Breach,Email,7,9.48,27.83,3,16,21,1,1
Low,Account Suspension,Email,3,36.79,279.76,3,70,48,1,0
Medium,Subscription Cancellation,Phone,3,14.26,104.85,1,71,64,1,0
High,Data Loss,Portal,6,6.37,49.38,1,24,67,1,0
Low,Data Loss,Chat,2,12.06,67.65,1,67,37,0,0
Medium,Payment Problem,Portal,5,3.7,23.78,0,53,43,0,0
Medium,Login Issue,Email,6,15.47,65.7,2,56,31,1,0
Urgent,Security Breach,Email,9,0.95,4.18,1,48,59,0,0
Medium,Account Suspension,Email,5,3.11,41.8,0,21,19,0,0
Urgent,Billing Dispute,Chat,9,0.34,2.69,1,9,21,0,0
Medium,Payment Problem,Chat,6,4.68,37.06,0,56,34,0,0
High,Performance Issue,Phone,4,1.75,8.53,4,41,21,0,0
High,Subscription Cancellation,Email,5,1.19,9.02,2,43,56,0,0
Urgent,Billing Dispute,Phone,6,0.83,3.44,2,12,68,0,0
Medium,Subscription Cancellation,Email,6,34.28,98.08,3,24,21,1,0
High,Security Breach,Chat,6,2.45,20.48,5,44,27,0,0
High,Account Suspension,Chat,5,8.71,31.16,3,20,45,1,0
Medium,Account Suspension,Phone,6,35.86,68.52,1,35,27,1,0
Low,Data Loss,Email,1,66.7,238.62,6,35,52,1,0
Low,Billing Dispute,Phone,1,12.13,71.58,3,49,42,0,0
Low,Account Suspension,Phone,2,61.01,238.42,0,5,23,1,0
Urgent,Integration Failure,Email,8,1.6,10.57,3,48,64,1,1
Low,Subscription Cancellation,Portal,4,28.77,209.21,3,47,31,1,0
Low,Data Loss,Phone,2,27.41,189.2,1,55,41,1,0
High,Security Breach,Chat,7,2.42,14.01,2,70,47,0,0
Medium,Account Suspension,Email,5,24.59,72.72,5,71,21,1,0
Medium,Feature Request,Chat,3,3.76,18.87,2,1,42,0,0
Low,Security Breach,Email,1,65.3,244.02,5,22,62,1,0
Urgent,Billing Dispute,Chat,10,0.64,5.88,2,36,52,0,0
Urgent,Integration Failure,Chat,9,0.49,3.77,2,63,56,0,0
Urgent,Login Issue,Phone,7,0.58,5.4,1,5,46,0,0
Medium,Performance Issue,Email,3,15.42,117.43,1,47,25,1,0
High,Feature Request,Phone,4,3.5,15.58,1,50,34,0,0
Low,Data Loss,Email,2,39.65,184.75,2,56,67,1,0
Low,Subscription Cancellation,Chat,1,34.36,183.84,3,36,52,1,0
Low,Billing Dispute,Phone,1,45.82,271.65,3,15,46,1,0
High,Billing Dispute,Chat,6,1.64,14.82,5,49,67,0,0
Medium,Login Issue,Email,4,5.17,22.61,7,39,28,0,0
Medium,Feature Request,Chat,4,32.0,95.2,0,70,25,1,0
Low,Subscription Cancellation,Email,2,51.34,277.28,2,16,45,1,0
Medium,Performance Issue,Chat,4,34.44,101.69,3,54,54,1,0
High,Payment Problem,Email,7,11.62,29.3,5,30,59,1,1
Medium,Payment Problem,Phone,3,11.32,25.06,3,58,52,0,0
High,Billing Dispute,Chat,6,1.19,19.88,1,67,43,0,0
Low,Feature Request,Email,1,67.3,202.27,0,41,69,1,0
Urgent,Login Issue,Email,8,0.42,7.59,0,18,44,0,0
High,Billing Dispute,Email,8,2.69,12.53,2,63,58,0,0
Low,Payment Problem,Chat,1,66.43,284.46,2,29,32,1,0
Low,Billing Dispute,Chat,3,30.64,209.19,0,60,37,1,0
High,Payment Problem,Chat,5,5.55,57.85,3,3,27,1,0
Urgent,Feature Request,Phone,6,0.75,4.59,1,10,22,0,0
Medium,Feature Request,Email,6,21.11,84.28,2,57,44,1,0
Medium,Login Issue,Portal,5,8.3,31.27,2,71,43,0,0
Urgent,Data Loss,Email,7,0.29,2.61,6,19,32,0,0
High,Data Loss,Email,5,11.79,29.22,2,14,42,1,0
Medium,Billing Dispute,Phone,2,6.91,41.06,3,50,61,0,0
Medium,Billing Dispute,Phone,2,10.23,22.67,4,33,35,0,0
Low,Billing Dispute,Chat,1,57.18,237.38,6,64,40,1,0
High,Login Issue,Phone,7,11.63,35.14,5,40,68,1,1
Medium,Security Breach,Portal,3,26.21,76.46,3,65,54,1,0
Urgent,Billing Dispute,Phone,10,0.43,5.54,5,32,63,0,0
Medium,Data Loss,Email,6,27.19,75.56,3,32,48,1,0
Medium,Data Loss,Phone,2,11.37,37.05,2,20,18,0,0
High,Subscription Cancellation,Phone,5,10.6,43.76,0,36,44,1,0
Urgent,Feature Request,Phone,8,0.54,6.34,4,34,32,0,0
Urgent,Security Breach,Phone,9,2.65,11.2,2,33,18,1,1
Medium,Payment Problem,Portal,5,8.73,34.52,3,22,31,0,0
High,Data Loss,Chat,7,11.53,36.93,0,30,55,1,1
High,Performance Issue,Email,7,7.17,38.27,1,63,50,1,1
Medium,Performance Issue,Chat,6,14.12,65.34,3,47,63,1,0
Low,Data Loss,Email,3,30.34,153.59,1,8,19,1,0
Medium,Performance Issue,Email,5,30.7,112.03,4,28,66,1,0
Low,Account Suspension,Chat,2,17.24,109.81,4,45,53,0,0
Urgent,Security Breach,Email,9,0.75,4.45,0,56,58,0,0
Medium,Feature Request,Phone,3,28.42,104.11,1,55,37,1,0
Urgent,Data Loss,Phone,7,0.54,6.58,8,65,36,0,0
Medium,Data Loss,Chat,3,14.75,62.33,2,5,65,1,0
High,Payment Problem,Portal,5,3.31,21.85,2,55,28,0,0
Medium,Security Breach,Email,3,17.32,107.11,2,12,66,1,0
Low,Billing Dispute,Phone,3,71.54,264.66,5,10,18,1,0
Medium,Billing Dispute,Phone,4,4.25,43.24,0,45,32,0,0
Low,Integration Failure,Email,2,30.22,191.28,6,66,19,1,0
High,Subscription Cancellation,Email,6,1.93,21.03,2,38,19,0,0
Medium,Account Suspension,Email,5,20.62,119.87,0,33,23,1,0
High,Login Issue,Phone,8,3.73,10.81,5,61,49,0,0
Low,Login Issue,Phone,1,44.39,152.4,2,71,26,1,0
Low,Integration Failure,Email,4,28.53,150.28,2,47,35,1,0
Medium,Feature Request,Chat,5,35.71,78.17,1,7,22,1,0
Urgent,Login Issue,Email,10,0.79,6.61,3,11,39,0,0
High,Billing Dispute,Chat,8,3.79,18.91,4,12,25,0,0
Medium,Performance Issue,Portal,4,5.26,20.56,0,66,64,0,0
Medium,Subscription Cancellation,Email,5,15.88,88.73,0,70,31,1,0
Low,Security Breach,Portal,1,44.53,192.74,2,48,20,1,0
Urgent,Billing Dispute,Phone,8,0.3,6.73,2,25,42,0,0
High,Payment Problem,Portal,8,1.24,19.75,4,39,66,0,0
Medium,Security Breach,Email,6,10.52,39.68,2,24,42,0,0
High,Login Issue,Email,4,3.78,15.39,2,21,64,0,0
Low,Payment Problem,Email,2,71.75,267.65,2,20,64,1,0
Urgent,Security Breach,Phone,6,0.53,6.21,5,44,22,0,0
Low,Data Loss,Chat,4,37.31,220.16,1,48,46,1,0
High,Account Suspension,Email,7,5.71,52.36,3,6,40,1,1
Low,Billing Dispute,Phone,1,11.68,65.4,5,31,50,0,0
High,Payment Problem,Email,6,2.6,19.37,2,71,30,0,0
High,Integration Failure,Email,4,3.03,16.92,2,36,53,0,0
High,Account Suspension,Chat,4,2.35,20.65,1,37,28,0,0
High,Security Breach,Email,4,3.33,21.12,1,34,65,0,0
Urgent,Feature Request,Email,6,0.89,4.42,6,6,34,0,0
Low,Integration Failure,Chat,4,66.79,180.36,2,60,50,1,0
Medium,Billing Dispute,Portal,6,5.72,23.14,1,31,60,0,0
Low,Data Loss,Phone,3,21.91,61.44,6,30,62,0,0
Urgent,Payment Problem,Chat,9,2.85,9.37,4,19,44,1,1
Medium,Performance Issue,Phone,4,22.59,115.38,1,22,22,1,0
High,Payment Problem,Chat,7,2.06,9.13,5,29,51,0,0
High,Account Suspension,Email,5,4.99,55.9,1,19,22,1,0
Low,Payment Problem,Phone,3,69.13,213.91,0,48,33,1,0
Low,Account Suspension,Phone,1,30.43,283.26,5,53,24,1,0
Medium,Integration Failure,Chat,6,24.4,115.47,1,36,66,1,0
Medium,Payment Problem,Chat,6,29.65,107.99,1,19,18,1,0
Low,Integration Failure,Phone,3,66.51,200.37,2,4,43,1,0
Low,Data Loss,Chat,3,52.44,201.29,3,15,31,1,0
Urgent,Data Loss,Portal,6,0.71,7.43,1,63,58,0,0
Urgent,Account Suspension,Email,9,0.73,4.15,1,6,54,0,0
Medium,Security Breach,Portal,2,13.56,80.43,2,65,67,1,0
Medium,Data Loss,Email,2,34.69,72.35,4,4,57,1,0
Low,Subscription Cancellation,Email,1,42.81,218.31,2,26,22,1,0
High,Payment Problem,Chat,8,5.75,46.91,2,65,64,1,1
Urgent,Subscription Cancellation,Chat,6,0.56,5.85,4,4,54,0,0
Low,Payment Problem,Phone,1,18.0,48.36,3,36,38,0,0
Low,Login Issue,Chat,2,19.69,63.03,1,4,51,0,0
High,Integration Failure,Phone,5,2.96,22.74,3,26,50,0,0
High,Account Suspension,Email,5,2.0,8.32,2,52,40,0,0
Low,Billing Dispute,Email,2,57.48,194.53,5,51,68,1,0
High,Billing Dispute,Chat,6,2.1,10.5,3,59,23,0,0
Medium,Feature Request,Chat,5,35.7,71.73,2,21,43,1,0
Medium,Security Breach,Phone,3,35.92,84.2,3,62,50,1,0
High,Account Suspension,Chat,8,1.55,22.59,4,16,30,0,0
Urgent,Data Loss,Portal,6,2.02,17.9,3,26,60,1,1
Medium,Performance Issue,Phone,5,26.34,68.98,1,38,40,1,0
Urgent,Security Breach,Portal,9,0.68,3.11,3,30,52,0,0
Medium,Security Breach,Email,4,6.31,33.31,4,26,59,0,0
High,Performance Issue,Email,6,2.37,20.87,2,23,51,0,0
Medium,Integration Failure,Email,5,25.84,66.26,4,30,38,1,0
Urgent,Security Breach,Email,7,0.49,3.41,4,26,21,0,0
Urgent,Login Issue,Chat,6,0.44,5.96,5,56,39,0,0
Low,Security Breach,Chat,1,55.34,181.93,3,67,37,1,0
